,package,version,update_date,depends,makedepends,checkdepends,opt_depends
207,aspell-sv,0.51,2015-05-26T19:16:33.566Z,aspell,,,
208,aspell-uk,1.8.0,2014-11-22T20:39:26.007Z,aspell,,,
209,asplib,20160310.da66f51,2016-03-28T07:08:13.244Z,gcc-libs,cmake git,,
210,assaultcube,1.2.0.2,2016-08-07T14:54:47.056Z,curl gcc-libs glu libgl openal sdl sdl_image sdl_mixer zlib,clang mesa,,
211,assimp,4.1.0,2018-02-04T09:25:26.772Z,boost-libs gcc-libs zlib,boost cmake,,
212,astromenace,1.3.2,2015-12-10T05:00:07.094Z,freealut freetype2 glu libjpeg libvorbis libxinerama sdl,cmake mesa,,
213,astyle,3.1,2018-01-26T20:24:43.763Z,gcc-libs,,,
214,asunder,2.9.3,2018-04-08T22:58:59.298Z,cdparanoia gtk2 libcddb,gettext intltool pkgconfig,,flac: for flac support lame: for mp3 support vorbis-tools: for ogg support
215,asymptote,2.41,2017-08-19T14:29:31.162Z,fftw freeglut gc glu gsl libsigsegv texlive-core,ghostscript imagemagick mesa texlive-plainextra,,python2: for the xasy GUI python2-pillow: for the xasy GUI tix: for the xasy GUI
216,at,3.1.20,2017-12-20T22:30:17.833Z,flex pam,git smtp-forwarder,,
217,atftp,0.7.1,2018-03-12T19:14:37.984Z,pcre readline,,,
218,atk,2.28.1,2018-03-24T22:50:35.715Z,glib2,git gobject-introspection gtk-doc meson,,
219,atkmm,2.24.2+1+gf30b47f,2017-04-24T12:10:11.840Z,atk glibmm,git glibmm-docs mm-common perl,,
220,atkmm-docs,2.24.2+1+gf30b47f,2017-04-24T12:10:13.775Z,,git glibmm-docs mm-common perl,,
221,atom,1.26.1,2018-04-27T09:12:45.593Z,apm electron libxkbfile,git npm,,ctags: symbol indexing support git: Git and GitHub integration
222,atomicparsley,0.9.0,2015-12-10T04:56:29.276Z,gcc-libs,,,
223,atomix,3.22.0,2016-10-12T09:13:37.052Z,gtk3,appstream-glib autoconf-archive git intltool,,
224,atool,0.39.0,2016-12-10T10:07:52.028Z,file perl,,,"bzip2: for using atool with bzip2 compressed archives cpio: for using atool with cpio archives gzip: for using atool with gzip compressed archives lha: for using atool with lha, lharc and similar archives lzop: for using atool with lzop compressed archives p7zip: for using atool with 7z archives tar: for using atool with tar archives unace: for using atool with ace archives unrar: for using atool with rar archives unzip: for using atool for unpacking archives xz: for using atool with lzma compressed archives zip: for using atool for creating zip archives"
225,atop,2.3.0,2018-01-07T12:42:05.465Z,cron ncurses sh zlib,,,
226,atril,1.20.1,2018-04-11T00:31:37.405Z,djvulibre libgxps libspectre mathjax poppler-glib webkit2gtk,caja gobject-introspection intltool itstool texlive-bin,,caja: Document Properties extension texlive-bin: DVI support
227,at-spi2-atk,2.26.2,2018-03-24T22:50:39.644Z,atk at-spi2-core libx11 libxml2,git meson,,
228,at-spi2-core,2.28.0,2018-03-24T22:50:36.970Z,dbus glib2 libxtst,git gobject-introspection gtk-doc intltool meson,,
229,attica,5.45.0,2018-04-16T07:35:47.757Z,qt5-base,doxygen extra-cmake-modules qt5-tools,,
230,attica-qt4,0.4.2,2018-02-10T01:05:25.933Z,qt4,cmake,,
231,attr,2.4.47,2017-08-08T08:18:36.213Z,glibc,gettext,,
232,aubio,0.4.6,2018-04-19T23:05:44.555Z,ffmpeg fftw jack libsamplerate,doxygen ffmpeg fftw jack libsamplerate libsndfile python2-numpy python2-setuptools python2-sphinx python-numpy python-setuptools python-sphinx txt2man,python2-nose2 python-nose2,python2-numpy: Python 2.x interface python-numpy: Python 3.x interface
233,auctex,12.1,2017-12-11T23:03:42.971Z,emacs ghostscript texlive-core,,,
234,audacious,3.9,2017-09-25T16:12:12.929Z,audacious-plugins desktop-file-utils glib2 gnome-icon-theme gtk2 hicolor-icon-theme libguess libsm,python,,unzip: zipped skins support
235,audacious-plugins,3.9,2018-01-14T11:06:02.343Z,,alsa-lib audacious>=3.9 curl dbus-glib faad2 ffmpeg flac fluidsynth glib2 jack2 lame libcdio-paranoia libcue libmms libmodplug libmtp libnotify libsamplerate libsidplayfp libvorbis lirc mpg123 neon pulseaudio python wavpack,,"alsa-lib: Advanced Linux Sound Arch. output curl: AudioScrobbler Client dbus-glib: Gnome Shortcuts Plugin faad2: AAC input ffmpeg: ffaudio input flac: FLAC input, FileWriter FLAC output fluidsynth: MIDI FluidSynth backend input jack2: Jack Audio Connection Kit output lame: FileWriter MP3 output libcdio-paranoia: CD Digital Audio input libcue: CUE playlist format libmms: libmms-based mms transport libmodplug: modplug input libmtp: Upload to MTP device libnotify: libnotify OSD libsamplerate: Speed and Pitch Plugin libsidplayfp: Commodore 64 audio input libvorbis: Vorbis input, FileWriter Vorbis output lirc: LIRC mpg123: MP3 input neon: neon-based http transport pulseaudio: PulseAudio output wavpack: WavPack input"
236,audacity,2.2.2,2018-03-06T18:13:06.345Z,ffmpeg lame libid3tag libmad lilv portsmf soundtouch suil twolame vamp-plugin-sdk wxgtk3,cmake,,
237,audaspace,1.3.0,2017-01-09T23:05:10.535Z,ffmpeg fftw jack libsndfile openal sdl2,cmake python python-numpy python-setuptools,,python: python language bindings python-numpy: python language bindings
238,audex,0.79+84+g25d4ca1,2017-12-20T19:04:32.470Z,hicolor-icon-theme kcmutils libkcddb,extra-cmake-modules git,,faac: MP4/M4A/AAC encoder flac: FLAC encoder lame: MP3 encoder vorbis-tools: OGG encoder
239,audiocd-kio,18.04.0,2018-04-21T13:54:38.059Z,kdelibs4support lame libkcddb libkcompactdisc,extra-cmake-modules kdesignerplugin kdoctools,,
240,audio-convert,0.3.1.1,2013-05-18T21:28:25.242Z,bash zenity,,,faac: for aac support faad2: for aac support flac: for flac support id3lib: for mp3 support lame: for mp3 support mplayer: for wma support musepack-tools: for mpc support vorbis-tools: for ogg support
241,audiofile,0.3.6,2017-08-12T21:41:55.460Z,alsa-lib flac gcc-libs,,,
242,audit,2.8.3,2018-03-10T23:13:00.234Z,krb5 libcap-ng,libldap linux-headers python python2 swig,,
243,auditbeat,6.2.4,2018-04-19T11:58:39.046Z,audit,git go-pie libpcap python rsync,,elasticsearch: for standalone installation python: for migration script
244,augeas,1.10.1,2018-02-14T07:20:33.249Z,gcc-libs libxml2,,,
245,aurphan,20140212,2014-02-13T02:02:45.994Z,bash curl expac jshon,,,
246,autoconf,2.69,2016-09-12T01:32:08.654Z,awk diffutils m4 sh,help2man,gcc-fortran,
247,autoconf2.13,2.13,2016-06-10T10:28:55.640Z,perl,,,
248,autoconf-archive,2018.03.13,2018-03-14T13:13:38.372Z,autoconf,,,automake: macros for use with it
249,autocutsel,0.10.0,2017-10-22T16:03:44.807Z,libxaw,,,
250,autofs,5.1.4,2018-04-13T05:35:09.283Z,libxml2,kmod krb5 libldap,,krb5: for LDAP support sssd: for SSSD integration
251,autogen,5.18.12,2017-04-25T09:11:08.222Z,guile2.0 libxml2,,,
252,autojump,22.5.1,2017-02-21T18:45:12.397Z,python,,,
253,automake,1.15.1,2017-07-06T15:33:08.464Z,bash perl,autoconf,cscope dejagnu emacs gcc-fortran java-environment vala,
254,automoc4,0.9.88,2015-12-10T05:55:22.794Z,qt4,cmake pkgconfig,,
255,autopep8,1.3.5,2018-03-30T11:10:36.955Z,python-pycodestyle,python2-pycodestyle python-pycodestyle,,
256,autossh,1.4e,2018-04-24T08:08:51.062Z,libnsl openssh,,,
257,avahi,0.7+4+gd8d8c67,2018-04-06T23:17:39.557Z,dbus expat gdbm glib2 libcap libdaemon,doxygen git gobject-introspection graphviz gtk3 gtk-sharp-2 intltool mono pygtk python-dbus python-gobject qt4 xmltoman,,"gtk2: gtk2 bindings gtk3: avahi-discover, avahi-discover-standalone, bshell, bssh, bvnc mono: mono bindings nss-mdns: NSS support for mDNS pygtk: avahi-bookmarks python2-twisted: avahi-bookmarks python-dbus: avahi-discover python-gobject: avahi-discover qt4: qt4 bindings"
258,avfs,1.0.5,2017-09-11T22:46:33.644Z,fuse2 perl xz,,,
259,avidemux-cli,2.7.0,2018-03-09T16:02:25.308Z,fontconfig libva libvdpau libvpx libxml2 sqlite,alsa-lib cmake desktop-file-utils faac faad2 fribidi glu intltool jack lame libass libdca libfdk-aac libpulse libsamplerate libva libvdpau libvorbis libvpx libx264 libxslt libxv mesa opencore-amr opus qt5-base qt5-tools sqlite twolame x264 x265 xvidcore yasm,,faac: for the corresponding audio encoder plugin faad2: for the corresponding audio decoder plugin fribidi: for the corresponding video filter plugin jack: for the corresponding audio device plugin lame: for the corresponding audio encoder plugin libass: for the corresponding video filter plugin libdca: for the corresponding audio decoder plugin libfdk-aac: for the corresponding audio decoder plugin libpulse: for the corresponding audio device plugin libx264: for the corresponding video encoder plugin opencore-amr: for the corresponding audio decoder plugin opus: for the corresponding audio decoder plugin qt5-base: for the QtScript scripting support twolame: for the corresponding audio decoder plugin x264: for the corresponding video encoder plugin x265: for the corresponding video encoder plugin xvidcore: for the corresponding video encoder plugin
260,avidemux-qt,2.7.0,2018-03-09T16:02:25.414Z,avidemux-cli=2.7.0 desktop-file-utils glu libx264 libxv qt5-base x264 x265,alsa-lib cmake desktop-file-utils faac faad2 fribidi glu intltool jack lame libass libdca libfdk-aac libpulse libsamplerate libva libvdpau libvorbis libvpx libx264 libxslt libxv mesa opencore-amr opus qt5-base qt5-tools sqlite twolame x264 x265 xvidcore yasm,,
261,avogadrolibs,1.90.0,2018-02-01T16:54:07.010Z,glew molequeue spglib,boost cmake eigen python2,,
262,avr-binutils,2.30,2018-01-29T17:33:19.291Z,binutils glibc>=2.17 zlib,,,
263,avrdude,6.3,2017-08-09T10:36:00.054Z,elfutils libftdi libusb-compat readline,,,
264,avr-gcc,7.3.0,2018-01-26T23:55:29.765Z,avr-binutils gcc-libs libmpc,,,avr-libc: Standard C library for Atmel AVR development
265,avr-gdb,8.1,2018-02-03T16:59:32.928Z,gdb-common guile2.0 mpfr python xz,,,
266,avr-libc,2.0.0,2016-03-01T21:12:24.980Z,avr-gcc,,,
267,awesome,4.2,2017-07-19T10:58:55.728Z,cairo dbus gdk-pixbuf2 imlib2 libxdg-basedir libxkbcommon libxkbcommon-x11 lua lua-lgi pango startup-notification xcb-util-cursor xcb-util-keysyms xcb-util-wm xcb-util-xrm xorg-xmessage,asciidoc cmake docbook-xsl doxygen imagemagick ldoc xmlto,,dex: autostart your desktop files rlwrap: readline support for awesome-client vicious: widgets for the Awesome window manager
268,awesome-terminal-fonts,1.1.0,2017-06-28T17:39:01.329Z,fontconfig,,,
269,aws-cli,1.15.10,2018-04-27T07:26:05.354Z,python-botocore python-colorama python-dateutil python-docutils python-jmespath python-rsa python-s3transfer python-yaml,python-setuptools,,
270,awstats,7.7,2018-02-13T12:30:45.115Z,perl,,,
271,axel,2.16.1,2017-12-11T01:03:21.055Z,glibc openssl,,,
272,b43-fwcutter,019,2014-10-07T07:55:40.512Z,glibc,,,
273,babe,1.2.1,2018-01-30T12:36:21.812Z,ki18n knotifications qt5-webengine qt5-websockets taglib,extra-cmake-modules python,,
274,babel-cli,6.26.0,2017-08-16T18:52:24.478Z,nodejs,npm,,
275,babeld,1.8.1,2018-04-08T08:15:58.674Z,glibc,,,
276,babeltrace,1.5.3,2017-09-20T12:09:34.683Z,elfutils>=0.154 glib2>=2.22.0 popt util-linux,,,
277,babl,0.1.46,2018-04-18T11:17:11.919Z,glibc,git meson,,
278,backuppc,4.2.0,2018-04-17T23:23:41.642Z,glibc par2cmdline perl perl-archive-zip perl-cgi perl-file-listing perl-io-dirent perl-time-modules perl-xml-rss popt smtp-forwarder,git,,openssh: ssh transfert support rrdtool: graphs of the pool usage rsync: rsync transfert support smbclient: smb/cifs transfert support
279,badvpn,1.999.130,2017-04-24T12:25:47.364Z,iproute2 nss openssl,cmake,,
280,baka-mplayer,2.0.4,2015-12-10T04:53:01.502Z,mpv qt5-declarative qt5-svg qt5-x11extras,git qt5-tools,,qt5-translations: for Qt5 dialog translations youtube-dl: for remote video streaming
281,baloo,5.45.0,2018-04-16T07:35:45.949Z,kfilemetadata kidletime kio lmdb,doxygen extra-cmake-modules kdoctools python qt5-declarative qt5-tools,,qt5-declarative: QML bindings
282,baloo-widgets,18.04.0,2018-04-21T13:54:39.115Z,baloo,extra-cmake-modules kdoctools,,
283,balsa,2.5.5,2018-03-24T22:45:12.609Z,desktop-file-utils gmime gpgme gspell gtksourceview3 libesmtp libnotify webkit2gtk,intltool yelp-tools,,
284,bam,0.5.1,2018-02-13T11:22:59.915Z,,,,
285,bamf,0.5.3,2017-10-06T12:02:13.125Z,libgtop libwnck3,gobject-introspection python2-lxml vala,,
286,bandit,1.4.0,2017-06-19T18:42:12.436Z,python-appdirs python-pbr python-six python-stevedore python-yaml,git python-setuptools,,
287,banner,1.3.2,2013-10-24T17:34:01.953Z,glibc,shhmsg shhopt,,
288,baobab,3.28.0,2018-03-24T22:50:36.287Z,dconf gsettings-desktop-schemas gtk3 librsvg,appstream-glib git gobject-introspection intltool itstool meson vala yelp-tools,,
289,bar,1.4,2016-02-08T01:09:55.490Z,,,,
290,barcode,0.99,2016-05-07T17:42:27.929Z,glibc,,,
291,barrage,1.0.4,2016-04-29T12:19:18.214Z,hicolor-icon-theme sdl_mixer,,,
292,bash,4.4.019,2018-02-17T21:31:01.457Z,glibc ncurses readline>=7.0,,,bash-completion: for tab completion
293,bash-bats,0.4.0,2016-02-14T08:43:41.190Z,bash,git,,
294,bash-bats-assert,0.3.0,2017-06-10T14:14:29.773Z,bash-bats-support,,,
295,bash-bats-support,0.3.0,2017-06-10T14:09:46.438Z,bash-bats,,,
296,bashburn,3.1.0,2018-01-15T18:52:08.747Z,bash cdrdao cdrtools,,,cdparanoia: Ripping audio CDs dvd+rw-tools: support for burning DVDs flac: Flac-Support mpg123: MP3-Support sudo: For missing permissions vorbis-tools: Vorbis-Support
297,bash-completion,2.8,2018-03-25T09:58:44.820Z,bash,,,
298,bashrun,0.16.1,2014-07-12T15:33:37.197Z,bash,,,xdotool: allow bashrun to run in background
299,basket,2.49a,2018-01-13T10:00:57.662Z,kcmutils kfilemetadata kparts,extra-cmake-modules frameworkintegration kdelibs4support kdoctools,,
300,bass,1.2,2014-07-05T03:18:53.250Z,scummvm>=0.5,,,
301,batctl,2018.0,2018-04-04T14:32:20.345Z,libnl,,,
302,bazel,0.13.0,2018-05-03T22:17:23.964Z,java-environment=8 libarchive unzip zip,git protobuf python,,
303,bbe,0.2.2,2014-04-09T18:06:14.988Z,glibc,,,
304,bbpager,0.4.7,2016-04-29T12:54:29.192Z,blackbox gcc-libs libxext libxft,patch,,
305,bbswitch,0.8,2018-05-02T21:02:10.031Z,linux>=4.16 linux<4.17,linux-headers>=4.16 linux-headers<4.17,,
306,bbswitch-dkms,0.8,2018-05-02T21:02:09.843Z,dkms,linux-headers>=4.16 linux-headers<4.17,,
307,bc,1.07.1,2017-04-18T15:48:36.954Z,readline,ed,,
308,bchunk,1.2.2,2017-12-22T01:56:41.947Z,glibc,,,
309,bcprov,1.56,2017-02-18T12:10:28.957Z,java-runtime,,,
310,bctoolbox,0.6.0,2018-02-23T22:37:40.324Z,mbedtls,bcunit,,
311,bcunit,3.0.2,2017-10-11T17:23:45.866Z,,,,
312,bdf-unifont,10.0.07,2018-01-21T18:23:00.249Z,fontconfig xorg-fonts-encodings xorg-font-utils,,,
313,beanshell,2.0b6,2016-08-21T11:32:16.751Z,java-runtime,,,
314,beaver,0.4.1,2016-04-29T13:00:50.722Z,gtk2 hicolor-icon-theme,intltool,,
315,beep,1.3,2014-07-01T01:42:47.565Z,glibc,,,
316,beets,1.4.6,2017-12-22T10:54:39.870Z,python-jellyfish python-munkres python-musicbrainzngs python-mutagen python-setuptools python-six python-unidecode python-yaml,,,"bash-completion: Bash completion bs1770gain: ReplayGain plugin gst-libav: Chromaprint/Acoustid, BPD, ReplayGain plugins gst-plugins-bad: Chromaprint/Acoustid, BPD, ReplayGain plugins gst-plugins-good: Chromaprint/Acoustid, BPD, ReplayGain plugins gst-plugins-ugly: Chromaprint/Acoustid, BPD, ReplayGain plugins gst-python: Chromaprint/Acoustid, BPD, ReplayGain plugins imagemagick: Thumbnails plugin python-beautifulsoup4: Lyrics plugin python-flask: Web plugin python-gobject: ReplayGain plugin python-mpd2: MPDStats plugin python-pyacoustid: Chromaprint/Acoustid plugin python-pylast: LastGenre plugin python-requests: Chromaprint/Acoustid, BPD, FetchArt plugins python-xdg: Thumbnails plugin"
317,beignet,1.3.2,2018-03-22T22:08:56.975Z,clang glu llvm-libs mesa opencl-headers,cmake llvm ocl-icd python,,
318,benzene,20130630,2017-12-20T20:42:17.875Z,glibc,,,
319,bettercap,2.5,2018-04-24T22:03:55.844Z,glibc iproute2 libnetfilter_queue libnfnetlink libpcap,dep git go-pie,,
320,bfgminer,5.5.0,2018-01-27T03:05:33.284Z,curl jansson libevent libmicrohttpd libusb lm_sensors,uthash yasm,,opencl-nvidia: OpenCL implementation for NVIDIA
321,bftpd,4.9,2018-03-22T00:32:01.454Z,glibc pam zlib,,,
322,biber,2.11,2018-02-18T05:57:38.092Z,perl-autovivification perl-business-isbn perl-business-ismn perl-business-issn perl-class-accessor perl-data-compare perl-data-dump perl-data-uniqid perl-datetime-calendar-julian perl-datetime-format-builder perl-file-slurper perl-io-string perl-ipc-run3 perl-lingua-translit perl-list-allutils perl-log-log4perl perl-lwp-protocol-https perl-mozilla-ca perl-perlio-utf8-strict perl-regexp-common perl-sort-key perl-text-bibtex perl-text-csv perl-text-roman perl-unicode-linebreak perl-xml-libxml-simple perl-xml-libxslt perl-xml-writer,perl-module-build perl-test-differences,perl-capture-tiny perl-file-which,
323,bibletime,2.11.1,2017-11-24T15:16:12.037Z,clucene qt5-svg qt5-webengine sword,cmake qt5-tools,,
324,bigloo,4.3a,2018-04-24T08:07:48.230Z,gc gmp libnsl libunistring libuv openssl,alsa-lib avahi chrpath emacs flac java-environment sqlite zip,,alsa-lib avahi emacs flac java-environment sqlite zip
325,bijiben,3.28.1,2018-04-10T09:32:03.875Z,evolution-data-server gnome-online-accounts tracker webkit2gtk,appstream-glib evolution git meson python yelp-tools,,
326,billreminder,0.4.0,2016-04-29T13:25:20.334Z,desktop-file-utils hicolor-icon-theme pygtk python2-dbus python2-gconf python2-sqlalchemy python2-xdg xdg-utils,intltool,,
327,bin2iso,1.9b,2014-07-01T19:29:13.427Z,glibc,,,
328,bin86,0.16.21,2015-01-24T11:39:27.016Z,glibc,,,
329,bind,9.12.1,2018-03-23T00:37:24.057Z,bind-tools geoip glibc json-c libcap libseccomp libxml2 openssl,dnssec-anchors e2fsprogs geoip idnkit json-c krb5 libcap libseccomp libxml2 openssl python python-ply readline zlib,,
330,bind-tools,9.12.1,2018-03-23T00:37:23.964Z,dnssec-anchors e2fsprogs geoip glibc idnkit json-c krb5 libcap libseccomp libxml2 openssl readline zlib,dnssec-anchors e2fsprogs geoip idnkit json-c krb5 libcap libseccomp libxml2 openssl python python-ply readline zlib,,python: for python scripts
331,binutils,2.30,2018-04-24T08:05:59.861Z,glibc zlib,,bc dejagnu,
332,binwalk,2.1.1,2018-03-25T10:11:24.638Z,python,,,"arj: ARJ decompression support bzip2: BZIP2 archive support cabextract: CAB archive support cpio: CPIO archvie support gzip: GZIP decompression support lhasa: LHA support mtd-utils: JFFS filesystem support p7zip: ZIP, LZMA and ISO decompression support python-capstone: disassembly support python-opengl: binviz module support sleuthkit: forensic analysis support squashfs-tools: squashfs support tar: TAR archive support unrar: RAR decompression support xz: XZ decompression support"
333,bird,2.0.2,2018-03-23T00:37:24.083Z,glibc libssh ncurses readline,,,
334,bison,3.0.4,2017-07-19T16:49:45.886Z,glibc m4 sh,,,
335,bitcoin-cli,0.16.0,2018-04-11T19:20:16.381Z,boost-libs libevent,boost libevent miniupnpc protobuf qrencode qt5-base qt5-tools zeromq,,
336,bitcoin-daemon,0.16.0,2018-04-11T19:20:16.183Z,boost-libs libevent libminiupnpc.so=17-64 miniupnpc zeromq,boost libevent miniupnpc protobuf qrencode qt5-base qt5-tools zeromq,,
337,bitcoin-qt,0.16.0,2018-04-11T19:20:16.324Z,boost-libs libevent libminiupnpc.so=17-64 miniupnpc protobuf qrencode qt5-base zeromq,boost libevent miniupnpc protobuf qrencode qt5-base qt5-tools zeromq,,
338,bitcoin-tx,0.16.0,2018-04-11T19:20:16.342Z,boost-libs openssl,boost libevent miniupnpc protobuf qrencode qt5-base qt5-tools zeromq,,
339,bitlbee,3.5.1,2017-10-31T09:57:23.134Z,glib2 gnutls,libotr python,,libotr: for OTR encryption support
340,blackbox,0.70.1,2015-12-10T04:45:22.688Z,gcc-libs libx11 libxext libxft libxt,,,
341,bladerf,1.8.0,2017-08-04T02:14:55.313Z,libusb,cmake doxygen help2man,,
342,blas,3.8.0,2017-11-17T08:08:13.605Z,gcc-libs,cmake doxygen gcc-fortran python,,
343,bleachbit,2.0,2018-02-28T08:16:19.434Z,pygtk,,,
344,blender,2.79.b,2018-04-24T03:34:58.378Z,alembic boost-libs desktop-file-utils ffmpeg fftw freetype2 glew hicolor-icon-theme jack jemalloc libpng libsndfile libspnav libtiff log4cplus openal opencollada opencolorio openexr openimageio openjpeg openshadinglanguage opensubdiv openvdb ptex python python-numpy python-requests sdl2 shared-mime-info xdg-utils,boost cmake cuda gcc6 git llvm mesa,,cuda: cycles renderer cuda support
345,bless,0.6.0,2018-01-13T15:28:26.742Z,gtk-sharp-2,rarian,,
346,blinken,18.04.0,2018-04-21T13:54:45.756Z,hicolor-icon-theme kxmlgui phonon-qt5,extra-cmake-modules kdoctools,,
347,bliss-graphs,0.73,2017-07-10T19:44:27.251Z,gcc-libs,,,
348,blobby2,1.0,2015-12-10T04:58:36.038Z,libgl physfs sdl2,boost cmake mesa zip,,
349,blobwars,2.00,2016-05-08T09:40:48.206Z,blobwars-data>=2.0 hicolor-icon-theme sdl2_image sdl2_mixer sdl2_net sdl2_ttf,sdl2_image sdl2_mixer sdl2_net sdl2_ttf,,
